"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"LUHAO","","Luzula hawaiiensis Buchenau var. oahuensis (O. Deg. & Fosberg) O. Deg. & I. Deg.","Oahu woodrush","Juncaceae"
"LUHY7","","Lupinus hybridus Lem.","hybrid lupine","Fabaceae"
"LUOC","","Ludwigia octovalvis (Jacq.) P.H. Raven","Mexican primrose-willow","Onagraceae"
"LUOCO","","Ludwigia octovalvis (Jacq.) P.H. Raven ssp. octovalvis","Mexican primrose-willow","Onagraceae"
"LUOCO","JUAN2","Jussiaea angustifolia Lam.","","Onagraceae"
"LUOCO","JUCL","Jussiaea clavata (C. Presl) M.E. Jones","","Onagraceae"
"LUOCO","JUOC3","Jussiaea octofila DC.","","Onagraceae"
"LUOCO","JUSUO","Jussiaea suffruticosa Walter var. octofila (DC.) Munz","","Onagraceae"
"LUOCO","LUOCL","Ludwigia octovalvis (Jacq.) P.H. Raven var. ligustrifolia (Kunth) Alain","","Onagraceae"
"LUOCO","LUOCM","Ludwigia octovalvis (Jacq.) P.H. Raven var. macropoda (C. Presl) Shinners","","Onagraceae"
"LUOCO","LUOCO2","Ludwigia octovalvis (Jacq.) P.H. Raven var. octofila (DC.) Alain","","Onagraceae"
"LUPA","","Ludwigia palustris (L.) Elliott","marsh seedbox","Onagraceae"
"LUPA","ISPA4","Isnardia palustris L., non Jussiaea palustris G. Mey.","","Onagraceae"
"LUPA","LUPAA2","Ludwigia palustris (L.) Elliott var. americana (DC.) Fernald & Grisc.","","Onagraceae"
"LUPA","LUPAN","Ludwigia palustris (L.) Elliott var. nana Fernald & Grisc.","","Onagraceae"
"LUPA","LUPAP3","Ludwigia palustris (L.) Elliott var. pacifica Fernald & Grisc.","","Onagraceae"
"LUPIN","","Lupinus L.","lupine","Fabaceae"
"LUZUL","","Luzula DC.","woodrush","Juncaceae"
"LYCE2","","Lycopodiella cernua (L.) Pic. Serm.","staghorn clubmoss","Lycopodiaceae"
"LYCEC","","Lycopodiella cernua (L.) Pic. Serm. var. cernua","staghorn clubmoss","Lycopodiaceae"
"LYCEC","LECE2","Lepidotis cernua (L.) P. Beauv.","","Lycopodiaceae"
"LYCEC","LYCE","Lycopodium cernuum L.","","Lycopodiaceae"
"LYCEC","PACE3","Palhinhaea cernua (L.) Franco & Vasc.","","Lycopodiaceae"
"LYCIU","","Lycium L.","desert-thorn","Solanaceae"
"LYCOP2","","Lycopodium L.","clubmoss","Lycopodiaceae"
"LYCOP6","","Lycopodiella Holub","clubmoss","Lycopodiaceae"
"LYDA","","Lysimachia daphnoides (A. Gray) Hillebr.","lehua makanoe","Primulaceae"
"LYDA","LYLO4","Lysimachia longa H. St. John","","Primulaceae"
"LYFI2","","Lysimachia filifolia Forbes","Wailua River yellow loosestrife","Primulaceae"
"LYFI2","LYFU5","Lysimachia funkiae H. St. John","","Primulaceae"
"LYFI2","LYWA2","Lysimachia waiaholeensis H. St. John","","Primulaceae"
"LYFO","","Lysimachia forbesii Rock","Castle Trail yellow loosestrife","Primulaceae"
"LYFO","LYFO2","Lysimachiopsis forbesii (Rock) O. Deg. & I. Deg.","","Primulaceae"
"LYGL","","Lysimachia glutinosa Rock","Kokee yellow loosestrife","Primulaceae"
"LYGL","LYFA2","Lysimachia fayi H. St. John","","Primulaceae"
"LYGL","LYOL","Lysimachia olokeleensis H. St. John","","Primulaceae"
"LYGOD2","","Lygodium Sw.","climbing fern","Lygodiaceae"
"LYHA6","","Lysimachia haupuensis H. St. John","Haupu Range yellow loosestrife","Primulaceae"
"LYHI","","Lysimachia hillebrandii Hook. f. ex A. Gray","puahekili","Primulaceae"
"LYHI","LYMA8","Lysimachia macdanielsii H. St. John","","Primulaceae"
"LYHI","LYMA9","Lysimachia mannii H. St. John","","Primulaceae"
"LYHI","LYOV2","Lysimachia ovata (A. Heller) H. St. John","","Primulaceae"
"LYHI","LYRU4","Lysimachia rubrimaculata H. St. John","","Primulaceae"
"LYHI","LYRU6","Lysimachia russii H. St. John","","Primulaceae"
"LYHI","LYST2","Lysimachia stenophylla H. St. John","","Primulaceae"
"LYHI","LYWA4","Lysimachia waiehuensis H. St. John","","Primulaceae"
"LYHI","LYWE","Lysimachia websteri H. St. John","","Primulaceae"
"LYIN3","","Lysimachia iniki Marr","Wailua River yellow loosestrife","Primulaceae"
"LYJA","","Lygodium japonicum (Thunb.) Sw.","Japanese climbing fern","Lygodiaceae"
"LYKA","","Lysimachia kalalauensis Skottsb.","Kauai yellow loosestrife","Primulaceae"
"LYKA","LYHA4","Lysimachia hanapepeensis H. St. John","","Primulaceae"
"LYKA","LYHIH","Lysimachia hillebrandii Hook. f. ex A. Gray var. helleri R. Knuth","","Primulaceae"
"LYKA","LYHE2","Lysimachiopsis helleri (R. Knuth) O. Deg. & I. Deg.","","Primulaceae"
"LYKA2","","Lysimachia kahiliensis H. St. John","Kahili Ridge yellow loosestrife","Primulaceae"
"LYLA8","","Lysimachia lamiatilis H. St. John","red-vein yellow loosestrife","Primulaceae"
"LYLY","","Lysimachia lydgatei Hillebr.","Maui yellow loosestrife","Primulaceae"
"LYMA3","","Lythrum maritimum Kunth","pukamole","Lythraceae"
"LYMA4","","Lysimachia mauritiana Lam.","spoonleaf yellow loosestrife","Primulaceae"
"LYMA5","","Lysimachia maxima (R. Knuth) H. St. John","Pelekunu Trail yellow loosestrife","Primulaceae"
"LYMA5","LYHIM","Lysimachia hillebrandii Hook. f. ex A. Gray var. maxima R. Knuth","","Primulaceae"
"LYMA5","LYTE6","Lysimachia ternifolia H. St. John","","Primulaceae"
"LYOV3","","Lysimachia ovoidea H. St. John","Wainiha Valley yellow loosestrife","Primulaceae"
"LYPE3","","Lysimachia pendens Marr","broad-leaf yellow loosestrife","Primulaceae"
"LYRE2","","Lysimachia remyi Hillebr.","rockface yellow loosestrife","Primulaceae"
"LYREC","","Lysimachia remyi Hillebr. ssp. caliginis (H. St. John) Marr","rockface yellow loosestrife","Primulaceae"
"LYREC","LYKU","Lysimachia kukuiensis H. St. John","","Primulaceae"
"LYREC","LYPE4","Lysimachia pentophylla H. St. John","","Primulaceae"
"LYREK","","Lysimachia remyi Hillebr. ssp. kipahuluensis (H. St. John) Marr","rockface yellow loosestrife","Primulaceae"
"LYREK","LYAN5","Lysimachia angusta H. St. John","","Primulaceae"
"LYREK","LYAR5","Lysimachia arta H. St. John","","Primulaceae"
"LYREK","LYFU6","Lysimachia furcata H. St. John","","Primulaceae"
"LYREK","LYKI2","Lysimachia kipahuluensis H. St. John","","Primulaceae"
"LYRER","","Lysimachia remyi Hillebr. ssp. remyi","rockface yellow loosestrife","Primulaceae"
"LYRER","LYCI2","Lysimachia ciliolata H. St. John","","Primulaceae"
"LYRER","LYEL","Lysimachia elliptica H. St. John","","Primulaceae"
"LYRER","LYHIA","Lysimachia hillebrandii Hook. f. ex A. Gray var. angustifolia A. Gray","","Primulaceae"
"LYRER","LYLA9","Lysimachia lata H. St. John","","Primulaceae"
"LYRER","LYOC","Lysimachia occidentalis H. St. John","","Primulaceae"
"LYRER","LYPE2","Lysimachia pedicellata H. St. John","","Primulaceae"
"LYRER","LYPI4","Lysimachia pilosula H. St. John","","Primulaceae"
"LYRER","LYSC","Lysimachia scansoria H. St. John","","Primulaceae"
"LYRER","LYST","Lysimachia stene H. St. John","","Primulaceae"
"LYRER","LYAN7","Lysimachiopsis angustifolia (A. Gray) O. Deg. & I. Deg.","","Primulaceae"
"LYRES","","Lysimachia remyi Hillebr. ssp. subherbacea (Hillebr.) K.L. Marr","rockface yellow loosestrife","Primulaceae"
"LYRES","LYAT2","Lysimachia attenuata H. St. John","","Primulaceae"
"LYRES","LYFA","Lysimachia fauriei H. St. John","","Primulaceae"
"LYRES","LYHIS","Lysimachia hillebrandii Hook. f. ex A. Gray var. subherbacea Hillebr.","","Primulaceae"
"LYRES","LYKA3","Lysimachia kalaupapaensis H. St. John","","Primulaceae"
"LYRES","LYMO3","Lysimachia molokaiensis H. St. John","","Primulaceae"
"LYRES","LYMU","Lysimachia mucronata H. St. John","","Primulaceae"
"LYRES","LYMU2","Lysimachia munroi H. St. John","","Primulaceae"
"LYRES","LYRO3","Lysimachia rockii H. St. John","","Primulaceae"
"LYRES","LYRU5","Lysimachia rufa H. St. John","","Primulaceae"
"LYRES","LYSU3","Lysimachia subherbacea (Hillebr.) H. St. John","","Primulaceae"
"LYRES","LYWA5","Lysimachia waikoluensis H. St. John","","Primulaceae"
"LYSA3","","Lycium sandwicense A. Gray","Hawai'i desert-thorn","Solanaceae"
"LYSA3","LYCAS2","Lycium carolinianum Walter var. sandwicense (A. Gray) C.L. Hitchc.","","Solanaceae"
"LYSC2","","Lysimachia scopulensis Marr","shiny-leaf yellow loosestrife","Primulaceae"
"LYSIM","","Lysimachia L.","yellow loosestrife","Primulaceae"
"LYTHR","","Lythrum L.","loosestrife","Lythraceae"
"LYVE2","","Lycopodium venustulum Gaudich.","hairtip clubmoss","Lycopodiaceae"
"LYVE6","","Lysimachia venosa (Wawra) H. St. John","veined yellow loosestrife","Primulaceae"
"LYVE6","LYHIV","Lysimachia hillebrandii Hook. f. ex A. Gray var. venosa Wawra","","Primulaceae"
"LYVE6","LYVE10","Lysimachiopsis venosa (Wawra) O. Deg. & I. Deg.","","Primulaceae"
"LYVEV","","Lycopodium venustulum Gaudich. var. venustulum","hairtip clubmoss","Lycopodiaceae"
"LYVEV2","","Lycopodium venustulum Gaudich. var. verticale W.H. Wagner","hairtip clubmoss","Lycopodiaceae"
"LYWA3","","Lysimachia waianaeensis H. St. John","Waianae Range yellow loosestrife","Primulaceae"
"MAAL4","","Malachra alceifolia Jacq.","yellow leafbract","Malvaceae"
"MAAM","","Malvastrum americanum (L.) Torr.","Indian Valley false mallow","Malvaceae"
"MAAM","MAAM7","Malva americana L.","","Malvaceae"
"MAAM","MASP6","Malva spicata auct. non L.","","Malvaceae"
"MAAM","MASP7","Malvastrum spicatum auct. non (L.) A. Gray","","Malvaceae"
"MAAN","","Machaerina angustifolia (Gaudich.) T. Koyama","Polynesian twigrush","Cyperaceae"
"MAAN9","","Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm.","roving sailor","Scrophulariaceae"
"MAAN9","ANMA13","Antirrhinum maurandioides A. Gray","","Scrophulariaceae"
"MAAN9","ASAN11","Asarina antirrhiniflora (Humb. & Bonpl. ex Willd.) Pennell","","Scrophulariaceae"
"MAAN9","MAAN6","Maurandya antirrhiniflora Humb. & Bonpl. ex Willd.","","Scrophulariaceae"
"MAAR14","","Malvaviscus arboreus Dill. ex Cav.","wax mallow","Malvaceae"
"MAARA","","Malvaviscus arboreus Dill. ex Cav. var. arboreus","wax mallow","Malvaceae"
"MAARA","MAARM","Malvaviscus arboreus Dill. ex Cav. var. mexicanus Schltdl.","","Malvaceae"
"MAAT80","","Macroptilium atropurpureum (Moc. & Sessé ex DC.) Urb.","purple bushbean","Fabaceae"
"MAAT80","PHAT","Phaseolus atropurpureus Moc. & Sessé ex DC.","","Fabaceae"
"MACA32","","Manihot carthagenensis (Jacq.) Müll. Arg.","","Euphorbiaceae"
"MACAG4","","Manihot carthagenensis (Jacq.) Müll. Arg. ssp. glaziovii (Müll. Arg.) Allem","ceara rubbertree","Euphorbiaceae"
"MACAG4","MAGL5","Manihot glaziovii Müll. Arg.","","Euphorbiaceae"
"MACAR","","Macaranga Thouars","macaranga","Euphorbiaceae"
"MACFA","","Macfadyena A. DC.","macfadyena","Bignoniaceae"
"MACHA2","","Machaerina Vahl","twigrush","Cyperaceae"
"MACO6","","Malvastrum coromandelianum (L.) Garcke","threelobe false mallow","Malvaceae"
"MACO6","MACO24","Malva coromandeliana L.","","Malvaceae"
"MACR81","","Marsilea crenata C. Presl","nardoo","Marsileaceae"
"MACRO3","","Macrothelypteris (H. Itô) Ching","macrothelypteris","Thelypteridaceae"
"MACRO4","","Macroptilium (Benth.) Urb.","bushbean","Fabaceae"
"MADIA","","Madia Molina","tarweed","Asteraceae"
"MADO","","Marattia douglasii (C. Presl) Baker","Hawai'i potato fern","Marattiaceae"
"MAES","","Manihot esculenta Crantz","cassava","Euphorbiaceae"
"MAES","JAMA3","Janipha manihot (L.) Kunth","","Euphorbiaceae"
"MAES","JAMA4","Jatropha manihot L.","","Euphorbiaceae"
"MAES","MAAI","Manihot aipi Pohl","","Euphorbiaceae"
"MAES","MADU3","Manihot dulcis (J.F. Gmel.) Pax","","Euphorbiaceae"
"MAES","MAMA18","Manihot manihot (L.) Cockerell, nom. inval.","","Euphorbiaceae"
"MAES","MAME9","Manihot melanobasis Müll. Arg.","","Euphorbiaceae"
"MAES","MAUT","Manihot utilissima Pohl","","Euphorbiaceae"
"MAIN3","","Mangifera indica L.","mango","Anacardiaceae"
"MALA9","","Macroptilium lathyroides (L.) Urb.","wild bushbean","Fabaceae"
"MALAC","","Malachra L.","leafbract","Malvaceae"
"MALLO","","Mallotus Lour.","mallotus","Euphorbiaceae"
"MALVA","","Malva L.","mallow","Malvaceae"
"MALVA2","","Malvastrum A. Gray","false mallow","Malvaceae"
"MALVA3","","Malvaviscus Fabr.","wax mallow","Malvaceae"
"MAMA12","","Machaerina mariscoides (Gaudich.) J. Kern","tropical twigrush","Cyperaceae"
"MAMA28","","Macaranga mappa (L.) Müll. Arg.","pengua","Euphorbiaceae"
"MAMAM","","Machaerina mariscoides (Gaudich.) J. Kern ssp. meyenii (Kunth) T. Koyama","Meyen's twigrush","Cyperaceae"
"MANE","","Malva neglecta Wallr.","common mallow","Malvaceae"
"MANE","MARO","Malva rotundifolia auct. non L.","","Malvaceae"
"MANGI","","Mangifera L.","mango","Anacardiaceae"
"MANIH","","Manihot Mill.","cassava","Euphorbiaceae"
"MAPA5","","Malva parviflora L.","cheeseweed mallow","Malvaceae"
"MAPE3","","Malvaviscus penduliflorus DC.","mazapan","Malvaceae"
"MAPE3","MAARP","Malvaviscus arboreus Dill. ex Cav. var. penduliflorus (DC.) Schery","","Malvaceae"
"MAPH4","","Mallotus philippensis (Lam.) Müll. Arg.","kamala tree","Euphorbiaceae"
"MARAT","","Marattia Sw.","potato fern","Marattiaceae"
"MARRU","","Marrubium L.","horehound","Lamiaceae"
"MARSI","","Marsilea L.","waterclover","Marsileaceae"
"MASA","","Madia sativa Molina","coast tarweed","Asteraceae"
"MASA","MACA10","Madia capitata Nutt.","","Asteraceae"
"MASA","MASAC2","Madia sativa Molina ssp. capitata (Nutt.) Piper","","Asteraceae"
"MASA","MASAC3","Madia sativa Molina var. congesta Torr. & A. Gray","","Asteraceae"
"MATA3","","Macaranga tanarius (L.) Müll. Arg.","parasol leaf tree","Euphorbiaceae"
"MATO3","","Macrothelypteris torresiana (Gaudich.) Ching","swordfern","Thelypteridaceae"
"MATO3","DRSE","Dryopteris setigera auct. non Blume","","Thelypteridaceae"
"MATO3","DRUL","Dryopteris uliginosa (Kunze) C. Chr., non (A. Braun ex Dowell) Druce","","Thelypteridaceae"
"MATO3","THTO","Thelypteris torresiana (Gaudich.) Alston","","Thelypteridaceae"
"MAUN3","","Macfadyena unguis-cati (L.) A.H. Gentry","catclawvine","Bignoniaceae"
"MAUN3","BAUN4","Batocydia unguis-cati (L.) Mart. ex Britton","","Bignoniaceae"
"MAUN3","BIUN","Bignonia unguis-cati L.","","Bignoniaceae"
"MAUN3","DOUN","Doxantha unguis-cati (L.) Miers","","Bignoniaceae"
"MAURA2","","Maurandella (A. Gray) Rothm.","maurandella","Scrophulariaceae"
"MAVI4","","Marsilea villosa Kaulf.","villous waterclover","Marsileaceae"
"MAVU","","Marrubium vulgare L.","horehound","Lamiaceae"
"MEAD","","Melicope adscendens (H. St. John & Hume) T.G. Hartley & B.C. Stone","auwahi melicope","Rutaceae"
"MEAD","PEAD","Pelea adscendens H. St. John & Hume","","Rutaceae"
"MEAE","","Merremia aegyptia (L.) Urb.","hairy woodrose","Convolvulaceae"
"MEAE","IPAE","Ipomoea aegyptia L.","","Convolvulaceae"
"MEAN3","","Melicope anisata (H. Mann) T.G. Hartley & B.C. Stone","mokihana","Rutaceae"
"MEAN3","PEAN8","Pelea anisata H. Mann","","Rutaceae"
"MEAN3","PEANH","Pelea anisata H. Mann var. haupuana B.C. Stone","","Rutaceae"
"MEAZ","","Melia azedarach L.","Chinaberrytree","Meliaceae"
"MEAZ","MEAZU","Melia azedarach L. var. umbraculifera Knox","","Meliaceae"
"MEBA2","","Melicope balloui (Rock) T.G. Hartley & B.C. Stone","Ballou's melicope","Rutaceae"
"MEBA2","PEBA3","Pelea balloui Rock","","Rutaceae"
"MEBA2","PEMA11","Pelea mannii Hillebr. p.p.","","Rutaceae"
"MEBA2","PEOL2","Pelea olowaluensis H. St. John","","Rutaceae"
"MEBA2","PEUK","Pelea ukeleteensis H. St. John","","Rutaceae"
"MEBA3","","Melicope barbigera A. Gray","uahiapele","Rutaceae"
"MEBA3","PEBA4","Pelea barbigera (A. Gray) Hillebr.","","Rutaceae"
"MEBI4","","Melanthera biflora (L.) Wild","sea daisy","Asteraceae"
"MEBI4","LIOV2","Lipochaeta ovata R.C. Gardner","","Asteraceae"
"MEBI4","WOBI","Wollastonia biflora (L.) DC.","","Asteraceae"
"MEBI4","WOBIB","Wollastonia biflora (L.) DC. var. biflora","","Asteraceae"
"MEBI4","WOBIC","Wollastonia biflora (L.) DC. var. canescens (Gaudich.) Fosberg","","Asteraceae"
"MEBI4","WOUN","Wollastonia uniflora (Willd.) Orchard","","Asteraceae"
"MECA9","","Melastoma candidum D. Don","Asian melastome","Melastomataceae"
"MECH2","","Melicope christophersenii (H. St. John) T.G. Hartley & B.C. Stone","Waianae Range melicope","Rutaceae"
"MECH2","PECH2","Pelea christophersenii H. St. John","","Rutaceae"
"MECH2","PEKA4","Pelea kauaensis H. St. John","","Rutaceae"
"MECH2","PEST5","Pelea storeyana H. St. John & Hume","","Rutaceae"
"MECI6","","Melicope cinerea A. Gray","manena","Rutaceae"
"MECI6","PECI5","Pelea cinerea (A. Gray) Hillebr.","","Rutaceae"
"MECI6","PECIM","Pelea cinerea (A. Gray) Hillebr. var. mauiana B.C. Stone","","Rutaceae"
"MECI6","PECIS","Pelea cinerea (A. Gray) Hillebr. var. skottsbergii B.C. Stone","","Rutaceae"
"MECL","","Melicope clusiifolia (A. Gray) T.G. Hartley & B.C. Stone","kukaemoa","Rutaceae"
"MECL","PECL6","Pelea clusiifolia A. Gray","","Rutaceae"
"MECL","PECLC3","Pelea clusiifolia A. Gray ssp. cookeana (Rock) B.C. Stone","","Rutaceae"
"MECL","PECLD","Pelea clusiifolia A. Gray ssp. dumosa (Rock) B.C. Stone","","Rutaceae"
"MECL","PECLS","Pelea clusiifolia A. Gray ssp. sapotifolia (H. Mann) B.C. Stone","","Rutaceae"
"MECL","PECLA2","Pelea clusiifolia A. Gray var. auriculifolia (A. Gray) B.C. Stone","","Rutaceae"
"MECL","PECLC","Pelea clusiifolia A. Gray var. crassiloba B.C. Stone","","Rutaceae"
"MECL","PECLC2","Pelea clusiifolia A. Gray var. cuneata H. St. John & Hume","","Rutaceae"
"MECL","PECLD2","Pelea clusiifolia A. Gray var. dumosa (Rock) B.C. Stone","","Rutaceae"
"MECL","PECLE","Pelea clusiifolia A. Gray var. ecuneata H. St. John","","Rutaceae"
"MECL","PECLF","Pelea clusiifolia A. Gray var. fauriei (Levl.) H. St. John & Hume","","Rutaceae"
"MECL","PECLP","Pelea clusiifolia A. Gray var. pickeringii (H. St. John) B.C. Stone","","Rutaceae"
"MECL","PEPI2","Pelea pickeringii H. St. John","","Rutaceae"
"MECL","PEPIC","Pelea pickeringii H. St. John var. citriodorata H. St. John","","Rutaceae"
"MECR5","","Melicope cruciata (A. Heller) T.G. Hartley & B.C. Stone","pilo 'ula","Rutaceae"
"MECR5","PECR4","Pelea cruciata A. Heller","","Rutaceae"
"MEDE6","","Melicope degeneri (B.C. Stone) T.G. Hartley & B.C. Stone","Kokee Stream melicope","Rutaceae"
"MEDE6","PEDE8","Pelea degeneri B.C. Stone","","Rutaceae"
"MEDIC","","Medicago L.","alfalfa","Fabaceae"
"MEDIN","","Medinilla Gaudich.","medinilla","Melastomataceae"
"MEEL2","","Melicope elliptica A. Gray","leiohi'iaka","Rutaceae"
"MEEL2","PEEL2","Pelea elliptica (A. Gray) Hillebr.","","Rutaceae"
"MEEL2","PEELM","Pelea elliptica (A. Gray) Hillebr. var. mauiensis H. St. John","","Rutaceae"
"MEFE2","","Melicope feddei (Levl.) T.G. Hartley & B.C. Stone","hiiaka","Rutaceae"
"MEFE2","PEFE2","Pelea feddei Levl.","","Rutaceae"
"MEFE2","PEGA2","Pelea gayana Rock","","Rutaceae"
"MEFE2","PEPA43","Pelea paludosa H. St. John","","Rutaceae"
"MEFE2","PEWA13","Pelea wainihaensis H. St. John","","Rutaceae"
"MEHA3","","Melicope haupuensis (H. St. John) T.G. Hartley & B.C. Stone","Haupa Mountain melicope","Rutaceae"
"MEHA3","PEHA7","Pelea haupuensis H. St. John","","Rutaceae"
"MEHA4","","Melicope hawaiensis (Wawra) T.G. Hartley & B.C. Stone","mokihana kukae moa","Rutaceae"
"MEHA4","PEHA8","Pelea hawaiensis Wawra","","Rutaceae"
"MEHA4","PEHAB","Pelea hawaiensis Wawra var. brighamii (H. St. John) B.C. Stone","","Rutaceae"
"MEHA4","PEHAG","Pelea hawaiensis Wawra var. gaudichaudii (H. St. John) B.C. Stone","","Rutaceae"
"MEHA4","PEHAM","Pelea hawaiensis Wawra var. molokaiana B.C. Stone","","Rutaceae"
"MEHA4","PEHAP","Pelea hawaiensis Wawra var. pilosa H. St. John","","Rutaceae"
"MEHA4","PEHAR","Pelea hawaiensis Wawra var. racemiflora (Rock) H. St. John","","Rutaceae"
"MEHA4","PEHAR2","Pelea hawaiensis Wawra var. remyana B.C. Stone","","Rutaceae"
"MEHA4","PEHAR3","Pelea hawaiensis Wawra var. rubra (Rock) B.C. Stone","","Rutaceae"
"MEHA4","PEHAS","Pelea hawaiensis Wawra var. sulfurea (Rock) B.C. Stone","","Rutaceae"
"MEHA4","PEKI4","Pelea kilaueaensis H. St. John","","Rutaceae"
"MEHA7","","Melicope haleakalae (B.C. Stone) T.G. Hartley & B.C. Stone","Haleakala melicope","Rutaceae"
"MEHA7","PECLM","Pelea clusiifolia A. Gray var. minor H. St. John","","Rutaceae"
"MEHA7","PEHA14","Pelea haleakalae B.C. Stone","","Rutaceae"
"MEHI6","","Melicope hiiakae (B.C. Stone) T.G. Hartley & B.C. Stone","Koolau Range melicope","Rutaceae"
"MEHI6","PEHI3","Pelea hiiakae B.C. Stone","","Rutaceae"
"MEHO2","","Melicope hosakae (H. St. John) W.L. Wagner & R.K. Shannon","Honolulu melicope","Rutaceae"
"MEHO2","MEHO","Melicope honoluluensis (H. St. John) T.G. Hartley & B.C. Stone","","Rutaceae"
"MEHO2","PEHO3","Pelea honoluluensis H. St. John","","Rutaceae"
"MEHO2","PEHO4","Pelea hosakae H. St. John","","Rutaceae"
"MEIN2","","Melilotus indicus (L.) All.","annual yellow sweetclover","Fabaceae"
"MEIN2","MEIN14","Melilotus indica (L.) All., orth. var.","","Fabaceae"
"MEKA2","","Melicope kaalaensis (H. St. John) T.G. Hartley & B.C. Stone","Kaala melicope","Rutaceae"
"MEKA2","PEKA3","Pelea kaalaensis H. St. John","","Rutaceae"
"MEKA3","","Melicope kavaiensis (H. Mann) T.G. Hartley & B.C. Stone","Kauai melicope","Rutaceae"
"MEKA3","MELO7","Melicope lohiauana (B.C. Stone) T.G. Hartley & B.C. Stone","","Rutaceae"
"MEKA3","PEKA5","Pelea kavaiensis H. Mann","","Rutaceae"
"MEKA3","PELO4","Pelea lohiauana B.C. Stone","","Rutaceae"
"MEKA3","PEPL3","Pelea pluvialis H. St. John","","Rutaceae"
"MEKA3","PERE5","Pelea recurvata Rock","","Rutaceae"
"MEKN","","Melicope knudsenii (Hillebr.) T.G. Hartley & B.C. Stone","Olokele Valley melicope","Rutaceae"
"MEKN","PEKN","Pelea knudsenii Hillebr.","","Rutaceae"
"MEKN","PEMU5","Pelea multiflora Rock","","Rutaceae"
"MEKN","PETO2","Pelea tomentosa H. St. John & Hume","","Rutaceae"
"MELAL","","Melaleuca L.","melaleuca","Myrtaceae"
"MELAN2","","Melanthera Rohr","squarestem","Asteraceae"
"MELAN2","WOLLA","Wollastonia DC. ex Decaisne","","Asteraceae"
"MELAS","","Melastoma L.","melastoma","Melastomataceae"
"MELIA","","Melia L.","melia","Meliaceae"
"MELIC3","","Melicope (J.R. Forst. & G. Forst.) T.G. Hartley & B.C. Stone","melicope","Rutaceae"
"MELIL","","Melilotus Mill.","sweetclover","Fabaceae"
"MELIN","","Melinis P. Beauv.","stinkgrass","Poaceae"
"MELOC","","Melochia L.","melochia","Sterculiaceae"
"MELU","","Medicago lupulina L.","black medick","Fabaceae"
"MELU","MELUC","Medicago lupulina L. var. cupaniana (Guss.) Boiss.","","Fabaceae"
"MELU","MELUG","Medicago lupulina L. var. glandulosa Neilr.","","Fabaceae"
"MELY","","Melicope lydgatei (Hillebr.) T.G. Hartley & B.C. Stone","Koolau Range melicope","Rutaceae"
"MELY","PEAP","Pelea apoda H. St. John","","Rutaceae"
"MELY","PEDE9","Pelea descendens H. St. John","","Rutaceae"
"MELY","PELY","Pelea lydgatei Hillebr.","","Rutaceae"
"MELY","PEPAA","Pelea parvifolia Hillebr. var. apoda (H. St. John) B.C. Stone","","Rutaceae"
"MELY","PEPAS","Pelea parvifolia Hillebr. var. sessilis (Levl.) B.C. Stone","","Rutaceae"
"MELY","PESE9","Pelea semiternata H. St. John","","Rutaceae"
"MEMA","","Melastoma malabathricum L.","Malabar melastome","Melastomataceae"
"MEMA","MEMAM2","Melastoma malabathricum L. var. mariannum (Naudin) Fosberg & Sachet","","Melastomataceae"
"MEMA4","","Metrosideros macropus Hook. & Arn.","'ohi'a","Myrtaceae"
"MEMA6","","Melicope macropus (Hillebr.) T.G. Hartley & B.C. Stone","Kaholuamanu melicope","Rutaceae"
"MEMA6","PEMA9","Pelea macropus Hillebr.","","Rutaceae"
"MEMA7","","Melicope makahae (B.C. Stone) T.G. Hartley & B.C. Stone","Makaha Valley melicope","Rutaceae"
"MEMA7","PEMA10","Pelea makahae B.C. Stone","","Rutaceae"
"MEMI","","Medicago minima (L.) L.","little bur-clover","Fabaceae"
"MEMI","MEMIC","Medicago minima (L.) L. var. compacta Neyraut","","Fabaceae"
"MEMI","MEMIL","Medicago minima (L.) L. var. longiseta DC.","","Fabaceae"
"MEMI","MEMIP","Medicago minima (L.) L. var. pubescens Webb","","Fabaceae"
"MEMI2","","Melinis minutiflora P. Beauv.","molassesgrass","Poaceae"
"MEMI2","METE10","Melinis tenuinervis Stapf","","Poaceae"
"MEMO6","","Melicope molokaiensis (Hillebr.) T.G. Hartley & B.C. Stone","Molokai melicope","Rutaceae"
"MEMO6","PEFO3","Pelea foetida Levl.","","Rutaceae"
"MEMO6","PEMO2","Pelea molokaiensis Hillebr.","","Rutaceae"
"MEMO6","PEST4","Pelea stellata H. St. John","","Rutaceae"
"MEMU4","","Melicope mucronulata (H. St. John) T.G. Hartley & B.C. Stone","alani","Rutaceae"
"MEMU4","PEMU4","Pelea mucronulata H. St. John","","Rutaceae"
"MEMU5","","Melicope munroi (H. St. John) T.G. Hartley & B.C. Stone","lanahale","Rutaceae"
"MEMU5","PEMU6","Pelea munroi H. St. John","","Rutaceae"
"MENE4","","Melicope nealiae (B.C. Stone) T.G. Hartley & B.C. Stone","Kokee Plateau melicope","Rutaceae"
"MENE4","PENE5","Pelea nealiae B.C. Stone","","Rutaceae"
"MENTH","","Mentha L.","mint","Lamiaceae"
"MEOA","","Melicope oahuensis (Levl.) T.G. Hartley & B.C. Stone","Oahu melicope","Rutaceae"
